longitude,latitude,laci
123.465683,41.80266953,16407-67199029
123.3936234,41.79470062,16794-235194153
123.3974915,41.79610062,16655-2227723
123.4228363,41.81243134,16789-67575821
123.4176865,41.87929916,16792-67563839
123.4195023,41.79898071,16640-67440140
123.4120865,41.78800964,16401-2483467
123.4120865,41.78800964,16401-2483468
123.415657,41.88222885,16408-68115507
123.4079819,41.85531998,16792-67658785
123.4179611,41.83930969,16644-67680268
123.4162598,41.87363052,16792-235061812
123.4155502,41.8914299,16408-67564063
123.4155502,41.8914299,16408-67564065
123.4065933,41.85773087,16792-2241036
123.415657,41.88222885,16408-68115467
123.4530334,41.83821106,16645-234953523
123.4077301,41.85924911,16792-67692320
123.4131165,41.89707184,16408-67503413
123.4530334,41.83821106,16645-234953503
123.4529419,41.84072113,16645-67273267
123.4273376,41.86240005,16792-2164492
123.4067535,41.87255859,16792-67545909
123.4087219,41.85224915,16644-67669812
123.4206696,41.82857895,16644-2519347
123.4026108,41.87118149,16792-61382797
123.4130096,41.78722,16401-67449612
123.415657,41.88222885,16408-68115468
123.4207077,41.83255005,16644-67671307
123.4206772,41.81034851,16789-67570189
123.4197617,41.82294846,16644-67676211
123.410881,41.88734818,16408-54566727
123.4077301,41.85924911,16792-67692319
123.4141312,41.89191818,16408-60314509
123.4194336,41.8767395,16792-60000141
123.4077301,41.85924911,16792-67692349
123.4162598,41.87363052,16792-235061773
123.4131165,41.89707184,16408-67503412
123.4154205,41.87474823,16792-67543054
123.4176331,41.89228821,16408-61352836
123.4206772,41.81034851,16789-67570227
123.4162598,41.87363052,16792-235061772
123.4087219,41.85224915,16644-67669771
123.4176865,41.80654907,16789-12618764
123.4144821,41.85269928,16644-60358029
123.4087219,41.85224915,16644-67669772
123.4067535,41.87255859,16792-67545868
123.4087219,41.85224915,16644-67669773
123.415657,41.88222885,16408-68115508
123.4131165,41.89707184,16408-67503372
123.3224335,41.66716003,16648-67538187
122.9533234,41.66001892,16642-67919135
123.37323,41.68706894,16650-12832909
123.3903275,41.77053833,16788-12617121
123.3976364,41.7807312,16884-67456524
122.5496826,41.42858887,16768-235658765
122.7583313,41.55583954,16642-67923999
123.2888489,41.75759125,16651-67961101
123.3313904,41.66542053,16386-12838797
122.3507919,41.40496826,16768-235570443
123.2387695,41.79053116,16389-68023307
123.37323,41.68706894,16650-12833421
123.1857224,41.76622009,16389-12586371
123.3330765,41.67594147,16650-12843149
123.4035263,41.72520828,16650-67536139
123.3776932,41.68130112,16386-249662987
123.4208603,41.81906128,16789-67295549
123.4104309,41.81703186,16789-67662880
123.4030914,41.92230988,16886-12822680
123.2710266,41.79718018,16654-61350275
123.3930588,41.6848793,16399-235014433
123.4003372,41.748909,16788-67552584
122.8536682,41.60065842,16642-68070923
123.023201,41.69311142,16400-67172877
123.2919922,41.74863052,16651-2377483
123.4068832,41.81591034,16789-67251507
123.3639603,41.66891861,16386-235022881
123.32547,41.67092896,16650-249616909
123.2710266,41.79718018,16654-61350276
123.3796463,41.86771011,16797-2306061
123.4096832,41.87221909,16792-67746593
123.5196075,42.05783844,16653-67979807
123.5350113,41.99272919,16653-68012812
123.3796463,41.86771011,16797-2306060
123.4523087,41.78773117,16882-68048150
123.416748,41.86885834,16792-67551027
123.449028,41.79338074,16407-67190541
123.4993668,42.20933914,16863-12744836
123.3951416,41.8699913,16792-67964724
123.4523087,41.78773117,16882-68048184
123.4512634,41.78760147,16882-235184435
123.3951416,41.8699913,16792-67964685
123.5169373,42.03834915,16653-67896884
123.4320221,41.80392075,16789-67494923
123.4523087,41.78773117,16882-68048179
123.448822,41.78836823,16882-67186229
123.4132919,41.82429123,16644-67663413
123.4618225,41.82878113,16395-67216395
123.4523087,41.78773117,16882-68048183
123.4512634,41.78760147,16882-235184427
123.4523087,41.78773117,16882-68048151
123.3951721,41.8614006,16792-235030549
123.5402374,41.98572159,16653-249612043
123.4101715,41.83824921,16644-67645708
123.4012222,41.85905838,16792-67643454
123.5242615,42.15690994,16653-249672459
123.4802933,41.88142014,16889-67567412
123.3726501,41.86489105,16797-60134277
123.4596024,41.79330063,16407-67190028
123.4523087,41.78773117,16882-68048154
123.4843903,41.87826157,16889-61732749
123.4766693,41.85401154,16645-67910708
123.3443604,41.65753174,16386-67772949
123.3312683,41.65755081,16386-249568021
123.3318634,41.65655136,16386-249625612
123.3468475,41.65766144,16386-249656843
123.3952179,41.79211044,16655-12599959
123.3428116,41.68109131,16650-12837261
123.3458176,41.6639595,16386-67717132
123.3321228,41.65560913,16386-249654323
123.3318634,41.65655136,16386-249625613
123.3383789,41.65644836,16386-249613067
123.3279877,41.6520195,16648-67699980
123.3482819,41.66563034,16386-67804939
123.3279877,41.6520195,16648-67699979
123.3453903,41.6604805,16386-249657611
123.4007492,41.77653122,16884-61711246
123.3662796,41.68146133,16386-67700236
123.3279877,41.6520195,16648-67699981
123.3930588,41.6848793,16399-235014431
123.3922501,41.76182175,16788-2282814
123.4042511,41.80353928,16789-67437579
123.3997421,41.79064178,16655-67381786
123.3987808,41.79122162,16655-67776281
123.3982468,41.78939819,16655-67447614
123.4003677,41.79272079,16655-67444542
123.3987808,41.79122162,16655-67776311
123.4005966,41.79119873,16655-67445813
123.3639832,41.79962921,16794-67641397
123.4005966,41.79119873,16655-67445773
123.3425217,41.79898071,16388-67421452
123.5816879,41.90238953,16652-67550475
123.5275421,41.88887024,16652-234921995
123.5231323,41.87916946,16889-67903243
123.4422989,41.75917816,16402-234948405
123.4805679,41.74568176,16883-67519039
123.4723511,41.74560928,16883-67486753
123.4889679,41.84614182,16645-67134989
123.5079422,41.84804916,16398-67521853
123.4428329,41.76472855,16647-67176205
123.447731,41.75479889,16647-234891029
123.9740524,42.02228928,16863-236358668
123.4354477,41.75598145,16402-67470388
123.4651871,41.7434082,16883-67496243
123.5079422,41.84804916,16398-67521843
123.5714417,41.90039825,16652-61669508
123.5322495,41.89381027,16652-67988235
123.4467316,41.75654984,16647-60636549
123.4660263,41.74692154,16883-67436085
123.4805679,41.74568176,16883-67519038
123.4670715,41.83361053,16395-12618115
123.4451218,41.74671936,16405-67565088
123.4748001,41.85063171,16645-2289205
123.5571594,41.90639877,16652-2274315
123.5696487,41.90404892,16652-67869964
123.4684906,41.74798965,16883-59772693
123.4569016,41.82500839,16395-67214645
123.4576035,41.74568176,16405-67720765
123.4422989,41.75917816,16402-234948365
123.3355789,41.79264832,16388-67425293
123.4393387,41.82339096,16885-67213619
123.3876038,41.82257843,16409-67652771
123.399147,41.78390121,16884-12640909
123.3355789,41.79264832,16388-67425292
123.4221497,41.78771973,16640-67448864
123.4130096,41.78722,16401-67449663
123.4099121,41.77733994,16401-60622221
123.4019775,41.78142166,16401-67584781
123.4168396,41.78324127,16401-67452725
123.4083481,41.77854156,16401-67458110
123.3877335,41.78232956,16884-67454003
123.4267578,41.80054855,16640-67577869
123.4101486,41.77920151,16401-13072014
123.4393387,41.82339096,16885-67213579
123.4359512,41.82593155,16644-67271998
123.3876038,41.82257843,16409-67652761
123.3857422,41.82580185,16409-12610712
123.4201508,41.78403091,16401-67452427
123.401413,41.78541946,16884-67450931
123.3982468,41.78939819,16655-67447605
123.3630905,41.78102875,16406-235157301
123.3822708,41.78503036,16406-13085325
123.4123306,41.77627945,16401-67471117
123.3363037,41.7909584,16388-67980577
123.4533081,41.79941177,16407-67195955
123.383522,41.78630829,16794-67688510
123.4123306,41.77627945,16401-67471165
123.3229599,41.79343033,16654-67143476
123.3876038,41.82257843,16409-67652759
123.4083481,41.77854156,16401-67458101
123.4105377,41.78121948,16401-67456012
123.3785324,41.80574036,16887-67671053
123.412262,41.78229904,16401-67453492
123.4393387,41.82339096,16885-67213629
123.412262,41.78229904,16401-67453452
123.3982468,41.78939819,16655-67447565
123.4229126,41.786129,16401-67581451
123.3891907,41.78546906,16884-67451443
123.3975372,41.7638588,16788-67467582
123.3778,41.78583145,16406-67653438
123.3817215,41.78807831,16794-67644468
123.3848801,41.81599045,16887-67635764
123.4193115,41.78630829,16401-67450380
123.3229599,41.79343033,16654-67143477
123.4393387,41.82339096,16885-67213631
123.3727036,41.79217911,16794-67664672
123.4684219,41.80614853,16885-67898933
123.3842926,41.80939865,16887-67658293
123.3260727,41.78894043,16388-67421748
123.4118195,41.79265976,16655-67444256
123.3984833,41.79013824,16655-67492885
123.3991394,41.82085037,16409-67652149
123.4243088,41.79365158,16640-67484981
123.3805313,41.82492828,16409-61725837
123.3952179,41.7841301,16884-67451659
123.3915863,41.85586929,16792-67656509
123.3952179,41.7841301,16884-67451710
123.3929214,41.85562134,16792-61699726
123.3929214,41.85562134,16792-61699981
123.3915634,41.85456085,16792-2547211
123.3903885,41.85961151,16792-67861025
123.3759003,41.82857132,16409-2166067
123.4104309,41.81703186,16789-67662910
123.3514404,41.83649826,16888-67882549
123.4041595,41.81858826,16644-67692605
123.4045105,41.82040024,16644-234978326
123.3780212,41.8158493,16887-67638323
123.3780212,41.8158493,16887-67638303
123.3780212,41.8158493,16887-67638325
123.3780212,41.8158493,16887-67638304
123.3974915,41.82318878,16409-249684236
123.4065933,41.85773087,16792-2241077
123.4094467,41.81962967,16644-67290891
123.3624802,41.85189056,16797-61405315
123.384758,41.84777069,16797-12592289
123.384758,41.84777069,16797-12592290
123.3975983,41.85319138,16792-235146558
123.3844376,41.8519783,16797-13066885
123.3717117,41.85139084,16797-67845388
123.4122696,41.85971069,16792-61404569
123.3870163,41.84881973,16797-235145022
123.3786621,41.84878159,16797-60302468
123.3128815,41.84870911,16642-249680149
123.3786621,41.84878159,16797-60302467
123.3901825,41.85216141,16792-235146813
123.3943405,41.85129929,16409-67643198
123.4065933,41.85773087,16792-2241087
123.3895187,41.82957077,16409-2581004
123.4206772,41.81034851,16789-67570237
123.384758,41.84777069,16797-12592260
123.3832474,41.87324142,16797-249670196
123.3824615,41.8199501,16409-54566984
123.4159698,41.80778122,16789-67567883
123.3890076,41.81945038,16409-61359757
123.3798065,41.81364059,16887-67406358
123.3872528,41.81927109,16409-60630660
123.3890076,41.81945038,16409-61359245
123.3925705,41.82117844,16409-235158285
123.4326324,41.76139069,16402-67468597
123.4078827,41.79407883,16655-67374103
123.3706284,41.81869888,16887-67638069
123.4143066,41.80271912,16789-235055637
123.3629379,41.77523041,16643-67687998
123.4190521,41.80044937,16789-67575071
123.4162979,41.81106186,16789-12605837
123.4176865,41.80654907,16789-12618813
123.4159698,41.80778122,16789-67567933
123.4167023,41.80054855,16789-67438655
123.35466,41.79874039,16388-235149107
123.3356934,41.78720856,16388-67874613
123.3396072,41.78351974,16388-67874109
123.3412094,41.77822876,16388-12810883
123.419281,41.80438995,16789-67569420
123.424881,41.8098793,16789-13102221
123.356308,41.80183029,16794-67649587
123.3355789,41.77890015,16404-2571572
123.3356934,41.78720856,16388-67874611
123.3629379,41.77523041,16643-67687968
123.4206772,41.81034851,16789-67570187
123.3720703,41.79911041,16794-67672372
123.3815765,41.8060112,16887-67660319
123.4569016,41.82500839,16642-249675276
123.4206772,41.81034851,16789-67570229
123.3468018,41.77865982,16643-2571788
123.3592834,41.78012085,16643-67686964
123.4206772,41.81034851,16789-67570239
123.3396072,41.78351974,16388-67874099
123.4228363,41.81243134,16789-67575871
123.3593903,41.80435944,16794-67684403
123.4142914,41.83049011,16644-2352661
123.4133682,41.81906128,16644-67678271
123.4227829,41.83375931,16644-61395342
123.4104309,41.81703186,16789-67662881
123.4248505,41.80847931,16789-67568139
123.4133682,41.81906128,16644-67678270
123.4253387,41.82685852,16644-235152672
123.4052505,41.81732178,16644-2236221
123.3876038,41.82257843,16409-67652770
123.3898087,41.81626892,16887-67657247
123.3898087,41.81626892,16887-67657267
123.3974915,41.79610062,16642-2180925
123.406723,41.59967041,16642-2576907
123.391777,41.81332016,16887-12611725
123.3938675,41.7949791,16655-67262741
123.3938675,41.7949791,16794-67371827
123.3891907,41.78546906,16642-249676555
123.3748779,41.53720856,16642-249678859
123.3898087,41.81626892,16887-67657269
123.3938675,41.7949791,16655-67570955
123.3885117,41.79193878,16794-67694388
123.390831,41.79349899,16642-67560459
123.3974915,41.79610062,16642-2180875
123.4162903,41.74272156,16650-12583044
123.4228363,41.81243134,16789-67575820
123.4367371,41.78224945,16882-67504395
123.4371109,41.78726959,16640-61684100
123.4371109,41.78726959,16640-61684101
123.4372406,41.7996788,16640-67195701
123.4314499,41.79272842,16640-67503883
123.4436264,41.81367111,16885-67208253
123.4327087,41.81156921,16789-67300147
123.4435272,41.81632996,16885-234955572
123.4056168,41.7779808,16401-12626053
123.4073486,41.77185059,16788-12615299
123.4073486,41.77185059,16788-12615301
123.4065475,41.76696014,16788-61708430
123.4098206,41.76158142,16788-67459903
123.4345474,41.81629181,16789-68102709
123.4435272,41.81632996,16885-234955552
123.4130402,41.74742889,16788-67493940
122.8992233,42.02447891,16394-235108363
123.4284363,41.74959183,16788-55571529
123.4349136,41.77650833,16882-235234328
123.4098206,41.76158142,16788-67459891
123.4130402,41.74742889,16788-67493900
123.4223099,41.76044083,16788-61673347
123.401123,41.79531097,16655-59817493
123.396347,41.78680038,16884-67449889
123.40065,41.79916,16655-67684109
123.4236908,41.76475143,16788-68097293
123.3956909,41.79013824,16655-67446797
122.3643799,41.76124954,16704-61620101
123.3862381,41.79428101,16794-2259006
123.4051132,41.79402924,16655-67443507
123.4061203,41.79851151,16655-67440447
123.4014435,41.77611923,16884-61707405
123.4176025,41.76934052,16788-67464511
123.4031906,41.7634201,16788-67468044
123.4266129,41.75957108,16788-67469373
123.4263535,41.81867981,16789-2582580
123.4003677,41.79526138,16655-2542093
123.4031906,41.7634201,16788-67468085
123.4379883,41.74845123,16402-67506445
123.2430496,41.89614868,16389-67983373
123.3848801,41.81599045,16642-249679372
123.4345474,41.81629181,16789-68102669
123.4236908,41.76475143,16788-68097333
123.4014435,41.7567215,16788-67552268
123.4284363,41.74959183,16788-55571527
122.7210464,41.95203018,16641-67358220
123.4160767,41.76543045,16788-67466763
123.4205017,41.76383972,16788-67467789
123.4014435,41.7567215,16788-67552269
123.4357605,41.77159119,16402-67463732
123.4364929,41.77851868,16882-235219509
123.4193573,41.80213165,16789-249596428
123.4349365,41.7759819,16882-67507743
123.4367371,41.78224945,16882-67479563
123.4059067,41.82046127,16644-67663925
123.4197464,41.78979111,16640-67447093
123.4063873,41.820961,16644-60637325
123.4059067,41.82046127,16644-67663885
123.4019089,41.82228088,16409-67677748
123.406662,41.82329941,16644-67299597
123.3981628,41.82403183,16409-67208470
123.4059067,41.82046127,16644-67663935
123.4041595,41.81858826,16644-67692597
123.4215469,41.78831863,16640-2359061
123.4222107,41.79520035,16640-67443232
123.4210892,41.78676987,16401-60123277
123.4161072,41.78958893,16401-67447307
122.8337021,41.99782181,16394-67960077
122.8348236,41.99364853,16394-67912717
123.398819,41.78681183,16884-235262229
122.8413925,41.99573898,16394-60310659
122.8420715,41.99190903,16394-234925089
122.8348236,41.99364853,16394-67912716
123.2430191,41.85911942,16389-68019765
123.3370667,41.81966019,16888-67634700
123.3978271,41.78614044,16884-60123021
123.3968201,41.78499985,16884-67570463
123.399498,41.78633118,16884-13093005
123.3966522,41.78865051,16655-60122765
123.3475418,41.81744003,16887-67660085
122.8467484,42.00730133,16394-249610253
123.0781479,41.91104126,16385-67921419
123.2880707,41.84394073,16888-67907390
123.3154373,41.8416481,16888-61406085
123.3928833,41.78121185,16884-67455501
122.8334885,42.00144958,16394-59829516
122.8334122,41.99530029,16394-13096581
123.3928833,41.78121185,16884-67455541
123.3928833,41.78121185,16884-67455551
123.0857162,41.91783142,16385-67998241
122.8992233,42.02447891,16394-235108364
123.1963196,41.87314987,16389-67595533
123.3230209,41.83715057,16888-61357189
123.367691,41.8111496,16887-67684640
123.3785324,41.80574036,16887-67671051
122.8297577,41.9962883,16394-67414549
123.3974915,41.79610062,16655-67442740
123.4243088,41.79365158,16640-67484959
123.3952179,41.7841301,16884-67451661
123.449028,41.79338074,16407-67190591
123.4083481,41.77854156,16401-67458060
123.4019775,41.78142166,16401-67584821
123.449028,41.79338074,16407-67190580
123.4590988,41.78776169,16646-67185715
123.449028,41.79338074,16407-67190540
123.1880798,41.76995087,16389-60140677
123.4462967,41.78776169,16882-234953780
123.449028,41.79338074,16407-67190590
123.3664474,41.77165985,16643-249596171
123.3716965,41.76863861,16643-67660863
123.3691483,41.76670837,16643-2372157
123.3664474,41.77165985,16643-249567500
123.3716965,41.76863861,16643-67660853
123.4475174,41.79740906,16883-12924301
123.4475174,41.79740906,16883-12912013
123.4479599,41.79677963,16407-67194164
123.4475174,41.79740906,16883-12912023
123.4590988,41.78776169,16646-67185676
123.449028,41.79338074,16407-67190579
123.449028,41.79338074,16407-67190539
123.4067993,41.78911972,16883-12923533
123.4195175,41.78929138,16883-12911245
123.4195175,41.78929138,16883-12911255
123.3714981,41.79351044,16883-12922765
123.448822,41.78836823,16882-67186237
123.4332504,41.79335022,16640-235202325
123.4143677,41.78839874,16401-13093262
123.3960114,41.76916122,16788-67579188
123.4697189,41.80329132,16793-235008533
123.4479599,41.79677963,16407-67194163
123.3802185,41.79629135,16883-2424597
123.3802185,41.79629135,16883-2424627
123.3691483,41.76670837,16643-2372107
123.3594437,41.77828979,16643-235160372
123.3912888,41.76742935,16788-67472653
123.3714981,41.79351044,16883-2423317
123.3960114,41.76916122,16788-67579189
123.4060516,41.78458023,16401-67451967
123.448822,41.78836823,16882-67186228
123.3691483,41.76670837,16643-2372147
123.4321518,41.79225922,16883-12911501
123.3802185,41.79629135,16883-12923021
123.3965378,41.79389954,16883-12910733
123.3675079,41.79407883,16794-67681803
123.3714981,41.79351044,16883-12922775
123.3686371,41.79207993,16794-67674931
123.3592834,41.78012085,16643-67686963
123.4357605,41.77159119,16402-67463731
123.4448318,41.79784012,16407-12596375
123.4526978,41.80102158,16407-68038933
123.4679565,41.7714119,16647-67242548
123.442627,41.7968483,16407-67192894
123.4060516,41.78458023,16401-67451957
123.4543991,41.80009079,16407-67197246
123.4448318,41.79784012,16407-12596355
123.4479599,41.79677963,16407-67194125
123.4372406,41.7996788,16640-67195699
123.4543991,41.80009079,16407-67197236
123.4533081,41.79941177,16407-67195957
123.4541626,41.80236816,16407-67586069
123.4448929,41.801651,16407-67198014
123.4679565,41.7714119,16647-67242547
123.3980179,41.80838013,16789-67693365
123.3941116,41.80776978,16789-67650591
123.4013367,41.80797958,16789-67187212
123.396843,41.87870026,16792-234919199
123.397644,41.87636185,16792-249670707
123.3985977,41.85520172,16792-67662093
123.3988571,41.84561157,16409-67648799
123.3987274,41.83946991,16409-67642380
123.400322,41.82603073,16644-67668491
123.4073563,41.7774086,16401-67458592
123.4123306,41.77627945,16401-67471155
123.4088593,41.77762985,16401-67475221
123.4513168,41.73693848,16405-67487775
123.4343491,41.77696991,16882-234997289
123.4342422,41.77711868,16882-234997013
123.7813492,41.39994049,16689-2912524
123.4349365,41.7759819,16882-67459125
123.4343491,41.77696991,16882-234997291
123.6984711,41.50016022,16689-1435649
123.4321976,41.77729034,16882-13082500
123.4253922,41.79629898,16640-2357013
123.4082794,41.77658844,16401-60126349
123.6249313,42.05653,16653-234911520
123.6150436,42.01436996,16653-67279115
123.4978867,41.90404129,16889-54568971
123.7174835,42.19345093,16863-60965388
123.4454803,41.83298111,16645-60641924
123.3941116,41.80776978,16789-67650611
123.4402313,41.83263016,16645-67218443
123.6563416,42.10845184,16863-236355083
123.6279831,42.04777145,16653-60635523
123.6374588,42.06903839,16653-68012301
123.6206512,42.02434921,16653-60306051
123.5963287,41.96289825,16653-67539724
123.5743866,41.91397858,16652-60353944
123.7081604,42.18304062,16863-12012164
123.4840012,41.89785004,16889-67279884
123.2017288,41.71818924,16651-67186700
123.2838364,41.76004028,16651-67946529
123.3952179,41.79211044,16655-12599940
123.3370285,41.77954865,16404-13085581
123.1545181,41.69551086,16400-234912564
123.1545181,41.69551086,16400-234912524
123.3827209,41.7816391,16406-235016460
123.2160034,41.71017838,16651-235245579
123.2857819,41.76367188,16651-2187277
123.3824234,41.81240845,16887-235225365
123.3772736,41.86899948,16797-61356675
123.4342117,41.94113159,16886-13063045
122.8400497,41.60472107,16392-12958851
123.3867416,41.85422134,16792-61404803
123.386528,41.80400848,16887-67645236
123.4263763,41.90893936,16886-67516221
123.4173279,41.85960007,16792-2564659
123.3904877,41.83256912,16409-235155252
123.3762512,41.83967972,16409-12626593
123.4154205,41.87474823,16792-67543052
123.3945389,41.82746124,16409-67646987
123.386528,41.80400848,16887-67645235
123.3863525,41.85971832,16797-67962124
123.3731918,41.79338837,16794-2548275
123.3824997,41.85578918,16797-67845182
123.3837967,41.80358124,16887-2376204
123.3952179,41.79211044,16655-12599939
123.419281,41.80438995,16789-67569471
123.419281,41.80438995,16789-67569421
123.4154205,41.80363083,16789-67581236
123.4201736,41.80741119,16789-67574323
123.398613,41.73863983,16788-235020575
123.3974915,41.79610062,16655-67442700
123.419281,41.80438995,16789-67569461
123.419281,41.80438995,16789-67569470
123.4154205,41.80363083,16789-67581235
123.4596024,41.79330063,16407-67190029
123.3898392,41.80075073,16887-67133963
123.4431763,41.80604172,16885-13046925
123.3898392,41.80075073,16887-67134003
123.4551086,41.8017807,16407-235149333
123.4543991,41.80009079,16407-67197237
123.4578171,41.79201126,16407-67188747
123.4421463,41.8010788,16407-67197757
123.4273224,41.80459976,16789-67437069
123.3931732,41.80286026,16887-67650081
123.4596024,41.79330063,16407-67190077
123.4042511,41.80353928,16789-67437619
123.3915787,41.80102158,16887-235038485
123.4115295,41.76802826,16788-67466036
123.4115295,41.76802826,16788-67466047
123.4359436,41.80569839,16789-67507211
122.5874863,41.49055862,16768-71207180
122.4196472,41.39508057,16459-71101236
122.4152832,41.42382813,16768-1123339
122.6752625,41.52082062,16649-67154484
123.2769623,41.79283142,16654-68026123
123.3355484,41.82492065,16888-67998477
123.3894806,41.81341171,16887-67645492
123.4052582,41.76921844,16788-67464766
123.4115295,41.76802826,16788-67466035
123.4052582,41.76921844,16788-67464756
123.4115295,41.76802826,16788-67466045
123.4115295,41.76802826,16788-67465995
123.4176025,41.76934052,16788-67464461
123.3498383,41.8263092,16887-67852084
123.4359436,41.80569839,16789-67483915
123.4334717,41.80762863,16789-68061973
123.4200363,41.77246094,16401-60622477
123.4206314,41.77333832,16401-234997516
123.4334717,41.80762863,16789-68061975
123.4359436,41.80569839,16789-67483955
123.4334717,41.80762863,16789-67941653
122.6453094,41.50831985,16649-60151684
122.8392563,41.57275009,16392-234994443
123.4345474,41.81629181,16789-68102668
123.4176025,41.76934052,16788-67464459
122.5184174,41.46577835,16768-71182604
123.4336624,41.80892181,16789-67784982
123.2914124,41.79673004,16654-67902220
122.4341507,41.4311409,16768-235569675
123.0549316,41.70753098,16400-60144516
123.3644714,41.82093811,16887-67653171
123.4312515,41.80846024,16789-67475507
123.4123306,41.77627945,16401-67471167
122.9904327,41.67195892,16392-235103501
122.8392563,41.57275009,16392-234994444
123.1976089,41.76462173,16389-67890699
123.156723,41.75040054,16400-235095563
123.1672897,41.76432037,16389-68000269
123.2181168,41.78538895,16389-2584333
123.4295883,41.81406021,16789-2492684
123.4105377,41.77233124,16788-67463221
123.0693588,41.71731949,16400-60144771
123.4589996,41.80213165,16407-67198731
123.4596024,41.80141068,16883-12943245
123.4591217,41.80324173,16407-2507541
123.4589996,41.80213165,16407-67198771
123.4578171,41.79201126,16407-67188787
123.4596024,41.79330063,16407-67190079
123.4596024,41.79330063,16407-67190067
123.439003,41.88740921,16408-67542285
123.4289474,41.88792038,16408-67540749
123.4725494,41.7972908,16793-67384115
123.4286728,41.77970123,16882-67581758
123.3995667,41.80458832,16789-67574069
123.4191208,41.72761154,16650-67534399
123.4671783,41.73907852,16883-67480884
123.5344696,41.75907135,16791-61679236
123.3318024,41.7969017,16654-2523405
123.4211426,41.87368011,16792-67541516
123.4166412,41.77536011,16401-67461409
123.4311981,41.77828979,16882-67570749
123.4378204,41.75955963,16402-67508491
123.4277878,41.76531982,16788-67467327
123.4263535,41.81867981,16789-67272499
123.4573898,41.83285141,16645-54544209
123.4085617,41.92082977,16886-67561013
123.3918686,41.71324921,16642-235007509
123.4723511,41.74560928,16883-67486773
123.4027786,41.77338028,16788-67462453
123.4123306,41.77627945,16401-67471115
123.416893,41.88285065,16408-60158349
123.4272537,41.88264847,16792-67405835
123.3462982,41.78725052,16388-67926047
123.3968201,41.77841949,16884-2271038
123.4671783,41.73907852,16883-67717428
123.4930496,41.8103981,16793-67274273
123.435997,41.89133835,16408-67755808
123.4023819,41.91941833,16886-12787597
123.4010696,41.92132187,16886-67767574
123.4168396,41.78324127,16401-67452735
123.4301224,41.89289856,16408-67549727
123.4265137,41.76845932,16402-67465268
123.4715424,41.79465103,16793-67190796
123.4704819,41.80458832,16885-2579774
123.4009628,41.91902924,16886-67524414
123.410408,41.84408951,16644-67649035
123.408577,41.8121109,16789-2165003
123.4286728,41.81935883,16789-12639641
123.3761292,41.76623917,16643-59787020
123.4133606,41.82601166,16644-67291198
123.4135666,41.82630157,16644-60315789
123.3968201,41.77841949,16884-2271027
123.4133606,41.82601166,16644-67291197
123.3903275,41.77053833,16788-12617122
123.4014435,41.7567215,16788-67552309
123.3922501,41.76182175,16788-2282763
123.3993683,41.75222015,16788-67738430
123.3785324,41.80574036,16887-67671103
123.3952103,41.7324791,16650-2450187
123.3762817,41.8028717,16794-67287860
123.3726807,41.79486084,16794-2563349
123.3762817,41.8028717,16794-67287870
123.3762817,41.8028717,16794-67287871
123.3698502,41.80355072,16794-67653695
123.3919373,41.72935104,16650-67931937
123.7475815,41.43323898,16689-2911756
123.7278976,41.46519852,16689-61590915
123.4654388,41.71445847,16650-2292236
123.4607391,41.80451965,16885-67201599
123.4607391,41.80451965,16885-67201597
123.4608994,41.8087883,16885-67202571
123.4568787,41.81090164,16885-67206412
123.4605713,41.8141098,16885-2567436
123.4595413,41.81719971,16885-67210763
123.4595413,41.81719971,16885-67210765
123.4572067,41.81924057,16395-67211787
123.396843,41.87870026,16792-234919200
123.4625397,41.80088043,16407-2315797
123.4266891,41.83444977,16644-60010381
123.3976288,41.87464142,16792-249670667
123.402832,41.88272858,16408-67733773
123.4610901,41.81003189,16885-67204619
123.4595413,41.81719971,16885-67210764
123.4061737,41.83095169,16644-67668275
123.4256592,41.82775879,16644-235158027
123.43573,41.82846069,16644-234976779
123.4605713,41.8141098,16885-2567476
123.4409027,41.80662155,16789-235216662
123.2838364,41.76004028,16651-67946528
123.4396362,41.80488968,16789-67200819
123.275528,41.75814056,16651-67878923
123.3152695,41.76459885,16404-67617567
123.3462982,41.78725052,16388-67926049
123.2815781,41.75798035,16651-249691917
123.3633804,41.78763962,16406-67673101
123.4320221,41.80392075,16789-67494965
123.2888489,41.75759125,16651-67961149
123.375473,41.78802109,16794-2201109
123.3723373,41.78535843,16406-67768587
123.2815781,41.75798035,16651-249691915
123.275528,41.75814056,16651-67878924
123.316597,41.76611328,16404-2165557
123.3570938,41.83414078,16409-12595589
123.3599625,41.83293915,16409-60671117
123.3570938,41.83414078,16409-12595619
123.3570938,41.83414078,16409-12595609
123.34655,41.83549881,16888-249686069
123.3556976,41.83386993,16888-2354197
123.3991394,41.82085037,16409-67652109
123.393837,41.82297134,16409-67646261
123.3704987,41.8051796,16794-67634957
123.3834686,41.82920456,16409-249684275
123.400322,41.82603073,16644-67668533
123.4002914,41.8290596,16644-235157772
123.3762817,41.8028717,16794-67287819
123.380722,41.80303955,16887-67682849
123.3794479,41.80091095,16794-2166324
123.3667297,41.79542923,16794-67635467
123.4358063,41.82077026,16885-68094241
123.4172211,41.8232193,16644-60105860
123.405571,41.81143188,16789-68076044
123.4013596,41.81610107,16887-235154996
123.3481064,41.80242157,16388-67689503
123.3410873,41.80221176,16388-2524211
123.3896103,41.78142929,16884-67455039
